İL,İLÇE,MEVKİ,ADA,PARSEL,M2 NET,FİYAT,SATIŞ DURUMU
Çanakkale,Lapseki,Şahinli,900,1033,90,4782790,Satışa Açık
Çanakkale,Lapseki,Şahinli,900,1034,94,4787420,Satışa Açık
Çanakkale,Lapseki,Şahinli,900,1035,90,4792050,Satışa Açık
Çanakkale,Lapseki,Şahinli,900,1036,120,4796680,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1037,142,4801310,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1038,78,4805940,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1039,77,4810570,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1040,77,4815200,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1041,77,4819830,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1042,77,4824460,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1043,106,4829090,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1044,88,4833720,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1045,77,4838350,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1046,77,4842980,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1047,77,4847610,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1048,77,4852240,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1049,77,4856870,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1050,75,4861500,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1051,82,4866130,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1052,92,4870760,Satışa Açık
Çanakkale,Lapseki,Şahinli,899,1053,165,4875390,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,361,1A,276,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,1B,262,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,2A,230,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,2B,200,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,3A,236,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,3B,236,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,4AB,476,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,5B,260,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,6A,260,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,6B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,7A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,7B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,8AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,361,5A,273,,Satıldı
Düzce,Gümüşova,Yeşilyayla,362,1,944,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,1A,393,1768500,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,363,1B,142,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,2A,340,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,2B,342,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,3A,352,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,3B,350,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,1C,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,4A,265,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,4B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,363,4C,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,1A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,1B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,2AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,3A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,3B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,4A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,4B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,5A,325,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,5B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,6A,255,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,6B,245,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,7A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,7B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,8AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,11A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,11B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,12AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,13AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,9AB,575,,Satıldı
Düzce,Gümüşova,Yeşilyayla,364,10AB,611,,Satıldı
Düzce,Gümüşova,Yeşilyayla,365,1A,335,,Satıldı
Düzce,Gümüşova,Yeşilyayla,365,1B,340,,Satıldı
Düzce,Gümüşova,Yeşilyayla,365,2A,305,,Satıldı
Düzce,Gümüşova,Yeşilyayla,365,2B,305,,Satıldı
Düzce,Gümüşova,Yeşilyayla,365,3A,345,,Satıldı
Düzce,Gümüşova,Yeşilyayla,365,3B,335,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,1AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,4A,278,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,2A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,2B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,3A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,3B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,366,4B,220,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,10AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,1A,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,1B,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,2A,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,2B,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,3A,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,3B,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,4AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,5A,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,5B,250,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,6B,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,6B,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,7A,400,1800000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,7B,405,1822500,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,8AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,9AB,500,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,11AB,448,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,12AB,464,,Satıldı
Düzce,Gümüşova,Yeşilyayla,367,13A,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,367,13B,250,1125000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,368,1A,320,1440000,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,368,1B,385,1732500,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,368,2AB,685,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,2A,315,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,1AB,545,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,2B,285,1282500,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,369,3A,255,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,3B,255,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,4A,285,1282500,Satışa Açık
Düzce,Gümüşova,Yeşilyayla,369,4B,300,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,5AB,560,,Satıldı
Düzce,Gümüşova,Yeşilyayla,369,6AB,450,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,1,237,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,2,219,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,3,240,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,4,200,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,5,232,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,6,197,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,7,259,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,8,223,2230000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,9,232,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,10,204,2040000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,11,234,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,12,209,2090000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,13,248,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,14,225,2250000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,15,224,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,16,201,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,17,193,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,18,86,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,19,169,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,20,93,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,21,212,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,22,191,1910000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,23,186,1860000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,24,211,2110000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,25,205,2050000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,26,191,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,27,249,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,28,243,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,29,202,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,30,164,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,31,154,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,32,168,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,33,168,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,34,216,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,35,210,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,36,92,5,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,37,218,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,38,179,1790000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,39,212,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,40,186,1860000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,41,223,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,42,171,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,43,206,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,44,183,1830000,satışa açık
Balıkesir,Ayvalık,Çamoba,101/1,45,221,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,46,188,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,47,228,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,48,151,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,49,188,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,50,231,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,51,178,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,52,184,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,53,190,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,54,175,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,55,191,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,56,88,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,57,184,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,58,211,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,59,236,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,60,186,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,61,192,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,62,187,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,63,185,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,64,182,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,65,174,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,66,193,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,67,216,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,68,220,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,69,189,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,70,168,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,71,199,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,72,183,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,73,194,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,74,197,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,75,189,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,76,206,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,77,197,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,78,223,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,79,199,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,80,209,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,81,198,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,82,213,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,83,195,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,84,217,,Satıldı
Balıkesir,Ayvalık,Çamoba,101/1,85,218,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,1.,346,2595000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,2.,327,2452500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,3.,274,2055000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,4.,217,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,5.,252,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,6.,192,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,7.,296,2220000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,8.,170,2040000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,9.,240,1800000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,10.,177,1327500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,11.,213,1597500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,12.,175,1312500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,13.,176,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,14.,246,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,15.,165,1980000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,16.,166,1992000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,17.,145,1740000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,18.,186,2232000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,19.,139,1668000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,20.,216,1620000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,21.,239,1792500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,22.,218,1635000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,23.,163,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,24.,184,1380000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,25.,187,1402500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,26.,158,1185000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,27.,211,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,28.,327,2452500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,29.,220,1650000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,30.,255,1912500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,31.,164,1968000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,32.,237,1777500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,33.,191,2292000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,34.,239,1792500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,35.,185,2220000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,36.,271,2032500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,37.,168,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,38.,243,1822500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,39.,155,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,40.,229,1717500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,41.,235,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,42.,193,1447500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,43.,210,1575000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,44.,189,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,45.,186,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,46.,200,1500000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,47.,188,1410000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,48.,253,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,49.,197,1477500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,50.,163,1222500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,51.,167,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,52.,183,1372500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,53.,173,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,54.,173,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,55.,160,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,56.,169,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,57.,202,,Satıldı
Balıkesir,Ayvalık,Çamoba,104/1,58.,272,2040000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,59.,237,1777500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,60.,217,1627500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,61.,235,1762500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,62.,226,1695000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,63.,226,1695000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,64.,194,1455000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,65.,230,1725000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,66.,303,2272500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,67.,272,2040000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,68.,208,1560000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,69.,229,1717500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,70.,248,1860000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,71.,287,2152500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,72.,289,2167500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,73.,303,2272500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,74.,303,2272500,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,75.,286,2145000,Satışa Açık
Balıkesir,Ayvalık,Çamoba,104/1,76.,325,2437500,Satışa Açık
